"Dossier";"Numéro - Type de dossier";"Code insee de la commune principale";"Année de dépôt";"Date de dépôt";"Dossier issu de la SVE ?"
"AT 93010 23 B0006";"AT";"93010";"2023";"01/03/2023";"0"
"DP 93010 23 B0057";"DP";"93010";"2023";"04/04/2023";"1"
"DP 93010 23 B0056";"DP";"93010";"2023";"01/04/2023";"1"
"CU 93010 23 B0350";"CU";"93010";"2023";"05/09/2023";"1"
"CU 93010 23 B0119";"CU";"93010";"2023";"29/03/2023";"1"
"CU 93010 23 B0120";"CU";"93010";"2023";"29/03/2023";"1"
"CU 93010 23 B0134";"CU";"93010";"2023";"05/04/2023";"0"
"CU 93010 23 B0135";"CU";"93010";"2023";"05/04/2023";"0"
"CU 93010 23 B0140";"CU";"93010";"2023";"06/04/2023";"0"
"CU 93010 23 B0141";"CU";"93010";"2023";"06/04/2023";"0"
"DP 93010 23 B0055";"DP";"93010";"2023";"27/03/2023";"0"
"CU 93010 23 B0137";"CU";"93010";"2023";"07/04/2023";"1"
"CU 93010 23 B0142";"CU";"93010";"2023";"06/04/2023";"0"
"DP 93010 23 B0071";"DP";"93010";"2023";"25/04/2023";"1"
"CU 93010 23 B0144";"CU";"93010";"2023";"13/04/2023";"1"
"CU 93010 23 B0147";"CU";"93010";"2023";"14/04/2023";"1"
"CU 93010 23 B0337";"CU";"93010";"2023";"14/08/2023";"1"
"CU 93010 23 B0157";"CU";"93010";"2023";"21/04/2023";"1"
"CU 93010 23 B0165";"CU";"93010";"2023";"19/04/2023";"0"
"CU 93010 23 B0166";"CU";"93010";"2023";"20/04/2023";"0"
"CU 93010 23 B0167";"CU";"93010";"2023";"03/05/2023";"0"
"CU 93010 23 B0168";"CU";"93010";"2023";"20/04/2023";"0"
"DP 93010 23 B0028";"DP";"93010";"2023";"23/02/2023";"0"
"CU 93010 23 B0169";"CU";"93010";"2023";"24/04/2023";"0"
"CU 93010 23 B0170";"CU";"93010";"2023";"24/04/2023";"0"
"CU 93010 23 B0171";"CU";"93010";"2023";"19/04/2023";"0"
"CU 93010 23 B0194";"CU";"93010";"2023";"15/05/2023";"1"
"CU 93010 23 B0328";"CU";"93010";"2023";"08/08/2023";"1"
"DP 93010 23 B0050";"DP";"93010";"2023";"24/03/2023";"1"
"DP 93010 23 B0017";"DP";"93010";"2023";"03/02/2023";"0"
"CU 93010 23 B0130";"CU";"93010";"2023";"03/04/2023";"1"
"CU 93010 23 B0133";"CU";"93010";"2023";"30/03/2023";"0"
"CU 93010 23 B0118";"CU";"93010";"2023";"27/03/2023";"1"
"CU 93010 23 B0138";"CU";"93010";"2023";"07/04/2023";"1"
"PC 93010 22 B0068";"PC";"93010";"2022";"23/12/2022";"0"
"CU 93010 23 B0156";"CU";"93010";"2023";"21/04/2023";"0"
"CU 93010 23 B0116";"CU";"93010";"2023";"23/03/2023";"0"
"CU 93010 23 B0117";"CU";"93010";"2023";"23/03/2023";"0"
"CU 93010 23 B0159";"CU";"93010";"2023";"25/04/2023";"1"
"CU 93010 23 B0158";"CU";"93010";"2023";"24/04/2023";"1"
"DP 93010 23 B0075";"DP";"93010";"2023";"28/04/2023";"0"
"CU 93010 23 B0145";"CU";"93010";"2023";"11/04/2023";"0"
"CU 93010 23 B0160";"CU";"93010";"2023";"27/04/2023";"1"
"CU 93010 23 B0161";"CU";"93010";"2023";"28/04/2023";"1"
"AT 93010 23 B0015";"AT";"93010";"2023";"07/04/2023";"0"
"CU 93010 23 B0162";"CU";"93010";"2023";"28/04/2023";"1"
"CU 93010 23 B0163";"CU";"93010";"2023";"28/04/2023";"1"
"CU 93010 23 B0121";"CU";"93010";"2023";"27/03/2023";"0"
"CU 93010 23 B0122";"CU";"93010";"2023";"27/03/2023";"0"
"CU 93010 23 B0164";"CU";"93010";"2023";"28/04/2023";"1"
"CU 93010 23 B0148";"CU";"93010";"2023";"14/04/2023";"1"
"CU 93010 23 B0149";"CU";"93010";"2023";"14/04/2023";"1"
"CU 93010 23 B0172";"CU";"93010";"2023";"19/04/2023";"0"
"CU 93010 23 B0151";"CU";"93010";"2023";"13/04/2023";"0"
"CU 93010 23 B0173";"CU";"93010";"2023";"26/04/2023";"0"
"CU 93010 23 B0174";"CU";"93010";"2023";"26/04/2023";"0"
"DP 93010 23 B0064";"DP";"93010";"2023";"13/04/2023";"0"
"CU 93010 23 B0175";"CU";"93010";"2023";"26/04/2023";"0"
"DP 93010 22 B0185";"DP";"93010";"2022";"20/12/2022";"0"
"DP 93010 23 B0072";"DP";"93010";"2023";"26/04/2023";"1"
"DP 93010 23 B0063";"DP";"93010";"2023";"11/04/2023";"1"
"AT 93010 23 B0004";"AT";"93010";"2023";"17/01/2023";"0"
"PC 93010 23 B0001";"PC";"93010";"2023";"05/01/2023";"0"
"CU 93010 23 B0201";"CU";"93010";"2023";"15/05/2023";"0"
"PC 93010 25 B0056";"PC";"93010";"2025";"13/11/2025";"1"
"CU 93010 23 B0136";"CU";"93010";"2023";"05/04/2023";"0"
"CU 93010 23 B0342";"CU";"93010";"2023";"18/08/2023";"1"
"DP 93010 23 B0074";"DP";"93010";"2023";"28/04/2023";"0"
"AT 93010 23 B0017";"AT";"93010";"2023";"12/04/2023";"0"
"DP 93010 23 B0051";"DP";"93010";"2023";"24/03/2023";"1"
"DP 93010 23 B0061";"DP";"93010";"2023";"11/04/2023";"1"
"AT 93010 22 B0034";"AT";"93010";"2022";"22/11/2022";"0"
"PC 93010 22 B0023";"PC";"93010";"2022";"27/04/2022";"0"
"CU 93010 23 B0176";"CU";"93010";"2023";"26/04/2023";"0"
"CU 93010 23 B0177";"CU";"93010";"2023";"28/04/2023";"0"
"CU 93010 23 B0178";"CU";"93010";"2023";"28/04/2023";"0"
"CU 93010 23 B0179";"CU";"93010";"2023";"04/05/2023";"1"
"CU 93010 23 B0211";"CU";"93010";"2023";"25/05/2023";"1"
"CU 93010 23 B0378";"CU";"93010";"2023";"26/09/2023";"1"
"DP 93010 23 B0076";"DP";"93010";"2023";"03/05/2023";"1"
"PC 93010 22 B0067";"PC";"93010";"2022";"22/12/2022";"0"
"PC 93010 26 B0005";"PC";"93010";"2026";"06/03/2026";"1"
"CU 93010 23 B0227";"CU";"93010";"2023";"05/06/2023";"1"
"CU 93010 23 B0231";"CU";"93010";"2023";"06/06/2023";"1"
"CU 93010 23 B0232";"CU";"93010";"2023";"05/06/2023";"0"
"CU 93010 23 B0183";"CU";"93010";"2023";"09/05/2023";"1"
"CU 93010 23 B0233";"CU";"93010";"2023";"07/06/2023";"1"
"CU 93010 23 B0195";"CU";"93010";"2023";"15/05/2023";"1"
"CU 93010 23 B0261";"CU";"93010";"2023";"22/06/2023";"0"
"DP 93010 23 B0096";"DP";"93010";"2023";"08/06/2023";"1"
"CU 93010 23 B0234";"CU";"93010";"2023";"07/06/2023";"1"
"DP 93010 23 B0095";"DP";"93010";"2023";"05/06/2023";"0"
"CU 93010 23 B0235";"CU";"93010";"2023";"08/06/2023";"1"
"CU 93010 23 B0236";"CU";"93010";"2023";"05/06/2023";"0"
"CU 93010 23 B0207";"CU";"93010";"2023";"23/05/2023";"1"
"DP 93010 23 B0097";"DP";"93010";"2023";"09/06/2023";"0"
"CU 93010 23 B0208";"CU";"93010";"2023";"19/05/2023";"0"
"DP 93010 23 B0109";"DP";"93010";"2023";"20/06/2023";"0"
"AT 93010 23 B0030";"AT";"93010";"2023";"12/06/2023";"0"
"PC 93010 23 B0024";"PC";"93010";"2023";"04/05/2023";"0"
"PC 93010 23 B0035";"PC";"93010";"2023";"30/06/2023";"0"
"CU 93010 23 B0202";"CU";"93010";"2023";"15/05/2023";"0"
"PC 93010 23 B0004";"PC";"93010";"2023";"27/01/2023";"0"
"PC 93010 23 B0026";"PC";"93010";"2023";"15/05/2023";"1"
"DP 93010 23 B0085";"DP";"93010";"2023";"23/05/2023";"1"
"CU 93010 23 B0216";"CU";"93010";"2023";"24/05/2023";"0"
"CU 93010 23 B0260";"CU";"93010";"2023";"21/06/2023";"0"
"CU 93010 23 B0222";"CU";"93010";"2023";"26/05/2023";"0"
"CU 93010 23 B0186";"CU";"93010";"2023";"04/05/2023";"0"
"CU 93010 23 B0224";"CU";"93010";"2023";"01/06/2023";"1"
"CU 93010 23 B0229";"CU";"93010";"2023";"01/06/2023";"0"
"DP 93010 23 B0089";"DP";"93010";"2023";"29/05/2023";"1"
"AT 93010 23 B0032";"AT";"93010";"2023";"20/06/2023";"0"
"CU 93010 23 B0262";"CU";"93010";"2023";"26/06/2023";"1"
"PD 93010 23 B0001";"PD";"93010";"2023";"06/06/2023";"0"
"DP 93010 23 B0082";"DP";"93010";"2023";"16/05/2023";"1"
"CU 93010 23 B0242";"CU";"93010";"2023";"14/06/2023";"1"
"CU 93010 23 B0263";"CU";"93010";"2023";"26/06/2023";"1"
"DP 93010 23 B0091";"DP";"93010";"2023";"31/05/2023";"0"
"DP 93010 23 B0052";"DP";"93010";"2023";"28/03/2023";"1"
"CU 93010 23 B0189";"CU";"93010";"2023";"11/05/2023";"1"
"CU 93010 23 B0190";"CU";"93010";"2023";"11/05/2023";"1"
"CU 93010 23 B0264";"CU";"93010";"2023";"26/06/2023";"1"
"CU 93010 23 B0191";"CU";"93010";"2023";"10/05/2023";"0"
"CU 93010 23 B0206";"CU";"93010";"2023";"23/05/2023";"1"
"AT 93010 23 B0022";"AT";"93010";"2023";"19/04/2023";"0"
"DP 93010 23 B0081";"DP";"93010";"2023";"09/05/2023";"0"
"PC 93010 21 B0102 M01";"PC";"93010";"2023";"07/04/2023";"0"
"DP 93010 23 B0094";"DP";"93010";"2023";"01/06/2023";"1"
"CU 93010 23 B0203";"CU";"93010";"2023";"17/05/2023";"0"
"CU 93010 23 B0288";"CU";"93010";"2023";"10/07/2023";"1"
"CU 93010 23 B0291";"CU";"93010";"2023";"06/07/2023";"0"
"DP 93010 23 B0086";"DP";"93010";"2023";"23/05/2023";"1"
"CU 93010 23 B0181";"CU";"93010";"2023";"05/05/2023";"1"
"CU 93010 23 B0184";"CU";"93010";"2023";"04/05/2023";"0"
"CU 93010 23 B0188";"CU";"93010";"2023";"05/05/2023";"0"
"CU 93010 23 B0343";"CU";"93010";"2023";"18/08/2023";"1"
"CU 93010 23 B0225";"CU";"93010";"2023";"30/05/2023";"0"
"DP 93010 23 B0104";"DP";"93010";"2023";"15/06/2023";"1"
"AT 93010 23 B0025";"AT";"93010";"2023";"31/05/2023";"0"
"PC 93010 23 B0010";"PC";"93010";"2023";"28/02/2023";"1"
"CU 93010 23 B0310";"CU";"93010";"2023";"20/07/2023";"0"
"DP 93010 22 B0050";"DP";"93010";"2022";"05/04/2022";"0"
"PC 93010 23 B0048";"PC";"93010";"2023";"11/09/2023";"1"
"DP 93010 23 B0084";"DP";"93010";"2023";"22/05/2023";"1"
"PD 93010 23 B0002";"PD";"93010";"2023";"15/06/2023";"0"
"DP 93010 23 B0099";"DP";"93010";"2023";"12/06/2023";"0"
"CU 93010 23 B0253";"CU";"93010";"2023";"20/06/2023";"1"
"CU 93010 23 B0402";"CU";"93010";"2023";"16/10/2023";"1"
"DP 93010 23 B0107";"DP";"93010";"2023";"20/06/2023";"1"
"CU 93010 23 B0289";"CU";"93010";"2023";"05/07/2023";"0"
"CU 93010 23 B0238";"CU";"93010";"2023";"12/06/2023";"1"
"CU 93010 23 B0247";"CU";"93010";"2023";"15/06/2023";"1"
"CU 93010 23 B0209";"CU";"93010";"2023";"24/05/2023";"1"
"CU 93010 23 B0197";"CU";"93010";"2023";"16/05/2023";"1"
"CU 93010 23 B0198";"CU";"93010";"2023";"22/05/2023";"1"
"DP 93010 23 B0070";"DP";"93010";"2023";"25/04/2023";"1"
"PC 93010 23 B0015";"PC";"93010";"2023";"31/03/2023";"1"
"CU 93010 23 B0182";"CU";"93010";"2023";"05/05/2023";"1"
"CU 93010 23 B0217";"CU";"93010";"2023";"24/05/2023";"0"
"CU 93010 23 B0223";"CU";"93010";"2023";"30/05/2023";"0"
"PC 93010 20 B0058";"PC";"93010";"2020";"14/09/2020";"0"
"CU 93010 23 B0218";"CU";"93010";"2023";"25/05/2023";"0"
"CU 93010 23 B0338";"CU";"93010";"2023";"16/08/2023";"1"
"CU 93010 23 B0221";"CU";"93010";"2023";"26/05/2023";"0"
"DP 93010 23 B0106";"DP";"93010";"2023";"15/06/2023";"0"
"PC 93010 20 B0044";"PC";"93010";"2020";"31/07/2020";"0"
"CU 93010 23 B0316";"CU";"93010";"2023";"27/07/2023";"0"
"CU 93010 23 B0265";"CU";"93010";"2023";"26/06/2023";"1"
"AT 93010 23 B0050";"AT";"93010";"2023";"01/12/2023";"0"
"CU 93010 23 B0273";"CU";"93010";"2023";"27/06/2023";"1"
"CU 93010 23 B0196";"CU";"93010";"2023";"11/05/2023";"0"
"CU 93010 23 B0239";"CU";"93010";"2023";"05/06/2023";"0"
"PC 93010 15 B0025 M01";"PC";"93010";"2023";"25/10/2016";"0"
"CU 93010 23 B0240";"CU";"93010";"2023";"05/06/2023";"0"
"CU 93010 23 B0243";"CU";"93010";"2023";"05/06/2023";"0"
"PC 93010 15 B0069 M04";"PC";"93010";"2023";"20/11/2023";"0"
"DP 93010 23 B0105";"DP";"93010";"2023";"15/06/2023";"1"
"CU 93010 23 B0210";"CU";"93010";"2023";"25/05/2023";"1"
"CU 93010 23 B0275";"CU";"93010";"2023";"28/06/2023";"1"
"CU 93010 23 B0204";"CU";"93010";"2023";"17/05/2023";"0"
"CU 93010 23 B0205";"CU";"93010";"2023";"22/05/2023";"1"
"CU 93010 23 B0251";"CU";"93010";"2023";"19/06/2023";"1"
"CU 93010 23 B0180";"CU";"93010";"2023";"04/05/2023";"1"
"CU 93010 23 B0226";"CU";"93010";"2023";"05/06/2023";"1"
"CU 93010 23 B0230";"CU";"93010";"2023";"06/06/2023";"1"
"CU 93010 23 B0282";"CU";"93010";"2023";"29/06/2023";"0"
"CU 93010 23 B0270";"CU";"93010";"2023";"23/06/2023";"0"
"CU 93010 23 B0368";"CU";"93010";"2023";"18/09/2023";"1"
"PC 93010 20 B0049 M01";"PC";"93010";"2023";"28/02/2023";"0"
"CU 93010 23 B0417";"CU";"93010";"2023";"23/10/2023";"1"
"CU 93010 23 B0380";"CU";"93010";"2023";"28/09/2023";"1"
"CU 93010 23 B0246";"CU";"93010";"2023";"08/06/2023";"0"
"CU 93010 23 B0237";"CU";"93010";"2023";"12/06/2023";"1"
"CU 93010 23 B0244";"CU";"93010";"2023";"06/06/2023";"0"
"CU 93010 23 B0252";"CU";"93010";"2023";"14/06/2023";"0"
"CU 93010 23 B0245";"CU";"93010";"2023";"08/06/2023";"0"
"CU 93010 23 B0248";"CU";"93010";"2023";"08/06/2023";"0"
"CU 93010 23 B0255";"CU";"93010";"2023";"22/06/2023";"1"
"CU 93010 23 B0256";"CU";"93010";"2023";"23/06/2023";"1"
"DP 93010 23 B0090";"DP";"93010";"2023";"30/05/2023";"1"
"DP 93010 23 B0092";"DP";"93010";"2023";"30/05/2023";"0"
"CU 93010 23 B0277";"CU";"93010";"2023";"03/07/2023";"1"
"CU 93010 23 B0268";"CU";"93010";"2023";"27/06/2023";"1"
"DP 93010 23 B0079";"DP";"93010";"2023";"05/05/2023";"1"
"CU 93010 23 B0266";"CU";"93010";"2023";"26/06/2023";"1"
"DP 93010 21 B0211";"DP";"93010";"2021";"21/12/2021";"0"
"PC 93010 22 B0001";"PC";"93010";"2022";"11/01/2022";"0"
"CU 93010 23 B0281";"CU";"93010";"2023";"04/07/2023";"1"
"CU 93010 23 B0279";"CU";"93010";"2023";"30/06/2023";"0"
"CU 93010 23 B0295";"CU";"93010";"2023";"11/07/2023";"1"
"CU 93010 23 B0185";"CU";"93010";"2023";"09/05/2023";"1"
"CU 93010 23 B0274";"CU";"93010";"2023";"28/06/2023";"1"
"CU 93010 23 B0283";"CU";"93010";"2023";"29/06/2023";"0"
"DP 93010 23 B0110";"DP";"93010";"2023";"23/06/2023";"0"
"DP 93010 23 B0077";"DP";"93010";"2023";"04/05/2023";"1"
"CU 93010 23 B0269";"CU";"93010";"2023";"23/06/2023";"0"
"DP 93010 23 B0117";"DP";"93010";"2023";"04/07/2023";"1"
"DP 93010 23 B0111";"DP";"93010";"2023";"23/06/2023";"0"
"CU 93010 23 B0241";"CU";"93010";"2023";"05/06/2023";"0"
"CU 93010 23 B0249";"CU";"93010";"2023";"09/06/2023";"0"
"DP 93010 23 B0078";"DP";"93010";"2023";"04/05/2023";"1"
"AT 93010 23 B0034";"AT";"93010";"2023";"28/06/2023";"0"
"CU 93010 23 B0257";"CU";"93010";"2023";"19/06/2023";"0"
"CU 93010 23 B0219";"CU";"93010";"2023";"31/05/2023";"1"
"CU 93010 23 B0192";"CU";"93010";"2023";"13/05/2023";"1"
"CU 93010 23 B0193";"CU";"93010";"2023";"15/05/2023";"1"
"CU 93010 23 B0267";"CU";"93010";"2023";"26/06/2023";"1"
"CU 93010 23 B0271";"CU";"93010";"2023";"26/06/2023";"0"
"CU 93010 23 B0284";"CU";"93010";"2023";"05/07/2023";"1"
"AT 93010 23 B0033";"AT";"93010";"2023";"07/07/2023";"0"
"CU 93010 23 B0272";"CU";"93010";"2023";"26/06/2023";"0"
"PC 93010 23 B0034";"PC";"93010";"2023";"28/06/2023";"1"
"AT 93010 24 B0020";"AT";"93010";"2024";"27/05/2024";"0"
"CU 93010 23 B0336";"CU";"93010";"2023";"12/08/2023";"1"
"DP 93010 23 B0100";"DP";"93010";"2023";"13/06/2023";"1"
"CU 93010 23 B0403";"CU";"93010";"2023";"11/10/2023";"0"
"DP 93010 23 B0073";"DP";"93010";"2023";"27/04/2023";"1"
"CU 93010 24 B0029";"CU";"93010";"2024";"22/01/2024";"1"
"DP 93010 23 B0102";"DP";"93010";"2023";"14/06/2023";"0"
"CU 93010 23 B0258";"CU";"93010";"2023";"16/06/2023";"0"
"CU 93010 23 B0301";"CU";"93010";"2023";"18/07/2023";"1"
"CU 93010 23 B0254";"CU";"93010";"2023";"21/06/2023";"1"
"CU 93010 23 B0303";"CU";"93010";"2023";"18/07/2023";"1"
"CU 93010 23 B0304";"CU";"93010";"2023";"17/07/2023";"0"
"CU 93010 23 B0286";"CU";"93010";"2023";"06/07/2023";"1"
"CU 93010 23 B0292";"CU";"93010";"2023";"10/07/2023";"1"
"DP 93010 23 B0032";"DP";"93010";"2023";"06/03/2023";"0"
"CU 93010 23 B0491";"CU";"93010";"2023";"30/11/2023";"0"
"CU 93010 23 B0220";"CU";"93010";"2023";"31/05/2023";"1"
"CU 93010 23 B0278";"CU";"93010";"2023";"03/07/2023";"1"
"CU 93010 23 B0280";"CU";"93010";"2023";"03/07/2023";"0"
"PC 93010 23 B0022";"PC";"93010";"2023";"28/04/2023";"1"
"DP 93010 23 B0101";"DP";"93010";"2023";"13/06/2023";"1"
"CU 93010 23 B0285";"CU";"93010";"2023";"05/07/2023";"1"
"CU 93010 23 B0302";"CU";"93010";"2023";"18/07/2023";"1"
"DP 93010 23 B0103";"DP";"93010";"2023";"14/06/2023";"1"
"CU 93010 23 B0294";"CU";"93010";"2023";"07/07/2023";"0"
"CU 93010 23 B0311";"CU";"93010";"2023";"21/07/2023";"0"
"CU 93010 25 B0390";"CU";"93010";"2025";"24/10/2025";"0"
"DP 93010 23 B0080";"DP";"93010";"2023";"05/05/2023";"0"
"CU 93010 23 B0296";"CU";"93010";"2023";"12/07/2023";"1"
"PC 93010 20 B0031";"PC";"93010";"2020";"11/06/2020";"0"
"DP 93010 24 B0029";"DP";"93010";"2024";"11/03/2024";"1"
"CU 93010 23 B0430";"CU";"93010";"2023";"30/10/2023";"1"
"CU 93010 24 B0043";"CU";"93010";"2024";"06/02/2024";"1"
"CU 93010 23 B0297";"CU";"93010";"2023";"13/07/2023";"1"
"PD 93010 23 B0003";"PD";"93010";"2023";"15/06/2023";"1"
"CU 93010 23 B0259";"CU";"93010";"2023";"21/06/2023";"0"
"AT 93010 23 B0007";"AT";"93010";"2023";"02/03/2023";"0"
"DP 93010 23 B0018";"DP";"93010";"2023";"07/02/2023";"0"
"CU 93010 26 B0031";"CU";"93010";"2026";"29/01/2026";"1"
"CU 93010 23 B0287";"CU";"93010";"2023";"07/07/2023";"1"
"CU 93010 22 B0177";"CU";"93010";"2022";"11/04/2022";"0"
"AT 93010 23 B0024";"AT";"93010";"2023";"25/05/2023";"0"
"CU 93010 23 B0290";"CU";"93010";"2023";"05/07/2023";"0"
"DP 93010 23 B0161";"DP";"93010";"2023";"16/10/2023";"0"
"CU 93010 23 B0418";"CU";"93010";"2023";"23/10/2023";"0"
"AT 93010 23 B0043";"AT";"93010";"2023";"27/09/2023";"0"
"CU 93010 23 B0319";"CU";"93010";"2023";"31/07/2023";"0"
"CU 93010 23 B0420";"CU";"93010";"2023";"20/10/2023";"0"
"CU 93010 23 B0340";"CU";"93010";"2023";"17/08/2023";"0"
"CU 93010 23 B0329";"CU";"93010";"2023";"07/08/2023";"0"
"CU 93010 23 B0341";"CU";"93010";"2023";"17/08/2023";"0"
"CU 93010 23 B0421";"CU";"93010";"2023";"20/10/2023";"0"
"CU 93010 23 B0317";"CU";"93010";"2023";"31/07/2023";"0"
"DP 93010 23 B0054";"DP";"93010";"2023";"28/03/2023";"1"
"DP 93010 23 B0192";"DP";"93010";"2023";"08/12/2023";"1"
"CU 93010 23 B0452";"CU";"93010";"2023";"20/11/2023";"1"
"DP 93010 23 B0114";"DP";"93010";"2023";"20/06/2023";"0"
"CU 93010 23 B0454";"CU";"93010";"2023";"22/11/2023";"1"
"CU 93010 23 B0475";"CU";"93010";"2023";"07/12/2023";"1"
"AT 93010 23 B0041";"AT";"93010";"2023";"19/09/2023";"0"
"PC 93010 23 B0037";"PC";"93010";"2023";"10/07/2023";"1"
"PC 93010 15 B0069 M01";"PC";"93010";"2017";"20/02/2017";"0"
"DP 93010 23 B0131";"DP";"93010";"2023";"08/08/2023";"1"
"PC 93010 14 B0057 M02";"PC";"93010";"2024";"19/02/2024";"0"
"CU 93010 23 B0459";"CU";"93010";"2023";"23/11/2023";"1"
"CU 93010 23 B0457";"CU";"93010";"2023";"23/11/2023";"1"
"CU 93010 23 B0460";"CU";"93010";"2023";"20/11/2023";"0"
"PC 93010 23 B0028";"PC";"93010";"2023";"31/05/2023";"0"
"CU 93010 23 B0438";"CU";"93010";"2023";"06/11/2023";"1"
"CU 93010 23 B0439";"CU";"93010";"2023";"07/11/2023";"1"
"PC 93010 23 B0033";"PC";"93010";"2023";"28/06/2023";"1"
"CU 93010 23 B0479";"CU";"93010";"2023";"11/12/2023";"1"
"DP 93010 23 B0126";"DP";"93010";"2023";"02/08/2023";"0"
"DP 93010 23 B0141";"DP";"93010";"2023";"30/08/2023";"0"
"CU 93010 23 B0318";"CU";"93010";"2023";"31/07/2023";"0"
"CU 93010 23 B0370";"CU";"93010";"2023";"19/09/2023";"0"
"PC 93010 23 B0046";"PC";"93010";"2023";"24/08/2023";"1"
"CU 93010 23 B0407";"CU";"93010";"2023";"12/10/2023";"0"
"CU 93010 23 B0408";"CU";"93010";"2023";"12/10/2023";"0"
"CU 93010 23 B0330";"CU";"93010";"2023";"08/08/2023";"1"
"CU 93010 23 B0410";"CU";"93010";"2023";"12/10/2023";"0"
"CU 93010 23 B0419";"CU";"93010";"2023";"23/10/2023";"0"
"DP 93010 23 B0123";"DP";"93010";"2023";"01/08/2023";"0"
"PA 93010 23 B0001";"PA";"93010";"2023";"29/08/2023";"0"
"DP 93010 23 B0140";"DP";"93010";"2023";"29/08/2023";"0"
"DP 93010 23 B0138";"DP";"93010";"2023";"28/08/2023";"1"
"PC 93010 24 B0002";"PC";"93010";"2024";"10/01/2024";"0"
"CU 93010 23 B0381";"CU";"93010";"2023";"28/09/2023";"1"
"DP 93010 24 B0063";"DP";"93010";"2024";"24/04/2024";"0"
"PC 93010 23 B0036";"PC";"93010";"2023";"03/07/2023";"1"
"DP 93010 24 B0133";"DP";"93010";"2024";"16/08/2024";"1"
"DP 93010 23 B0147";"DP";"93010";"2023";"18/09/2023";"1"
"DP 93010 23 B0151";"DP";"93010";"2023";"28/09/2023";"1"
