"","X","Rue","Peri","rueCourte","rue","ecoles"
"458",1131,"DE LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY","Périmétre : Périmetre Elémentaire Léo Lagrange Cété pair allant des n° 2 a 8 et cdté impair allant des n° 1 a 1 |","DE","LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY"," Léo Lagrange Cété pair allant des n° 2 a 8 et cdté impair allant des n° 1 a 1 |"
"459",1132,"DE LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY","Périmétre : Périmetre Maternelle Camille Claudel Cété pair allant des n° 10 a 68 et cdté impair allant des n° 9 a 51","DE","LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY","Camille Claudel Cété pair allant des n° 10 a 68 et cdté impair allant des n° 9 a 51"
"460",1135,"DE LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY","Périmétre : Périmetre Guillaume Apollinaire _ ___Cété pair allant des n° 70 a 72 et cdté impair sans les n° rd,","DE","LATTRE DE TASSIG AVENUE DE LATTRE DE TASSIGNY","Périmétre : Périmetre Guillaume Apollinaire _ ___Cété pair allant des n° 70 a 72 et cdté impair sans les n° rd,"
"461",1138,"DEBUSSY ALL (7,","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","DEBUSSY","ALL 7,","Alain Savary Roger Salengr Tout le cété pair et tout le cété impair"
"462",1139,"DEBUSSY ALL (7,","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","DEBUSSY","ALL 7,"," R.Salengro J.Béthinger Tout le cété pair et tout le cété impair"
"463",1142,"DEFFERRE RUE GASTON DEFFERRE","Périmétre : Périmetre Elémentaire Camille Claudel Tout le cété pair et tout le cété impair","DEFFERRE","RUE GASTON DEFFERRE"," Camille Claudel Tout le cété pair et tout le cété impair"
"464",1144,"DELACROIX ALLEE EUGENE DELACROIX","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","DELACROIX","ALLEE EUGENE DELACROIX"," R.Salengro J.Béthinger Tout le cété pair et tout le cété impair"
"465",1145,"DELACROIX ALLEE EUGENE DELACROIX","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cété impair","DELACROIX","ALLEE EUGENE DELACROIX","Alain Savary Roger Salengr Tout le cété pair et tout le cété impair"
"466",1147,"DELAINE RUE CESAR DELAINE","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","DELAINE","RUE CESAR DELAINE","Léo Lagrange Tout le cété pair et tout le cété impair"
"467",1148,"DELAINE RUE CESAR DELAINE","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cété impair","DELAINE","RUE CESAR DELAINE"," Léo Lagrange Tout le cété pair et tout le cété impair"
"468",1150,"DENISE AVENUE DENISE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le cdté impair","DENISE","AVENUE DENISE","Alain Savary Roger Salengr Tout le cété pair et tout le cdté impair"
"469",1151,"DENISE AVENUE DENISE","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","DENISE","AVENUE DENISE"," R.Salengro J.Béthinger Tout le cété pair et tout le cété impair"
"470",1153,"DENYS-COCHIN RUE DENYS-COCHIN","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","DENYS-COCHIN","RUE DENYS-COCHIN","Henri Sellier Tout le cété pair et tout le cété impair"
"471",1154,"DENYS-COCHIN RUE DENYS-COCHIN","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","DENYS-COCHIN","RUE DENYS-COCHIN"," Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair"
"472",1156,"DERAIMES ALLEE MARIA DERAIMES","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","DERAIMES","ALLEE MARIA DERAIMES"," Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair"
"473",1159,"DEVINIERE ALLEE DE LA DEVINIERE ,","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair ‘ /","DEVINIERE","ALLEE DE LA DEVINIERE ,","Terre Saint Blaise Tout le cété pair et tout le cété impair ‘ /"
"474",1162,"DJIBAOU AVENUE JEAN MARIE DJIBAOU )","Périmétre : Périmetre Elémentaire Olympe de Gouges Tout le c6té pair et tout le cété impair","DJIBAOU","AVENUE JEAN MARIE DJIBAOU "," Olympe de Gouges Tout le c6té pair et tout le cété impair"
"475",1169,"DJIBAOU AVENUE JEAN MARIE DJIBAOU v?)","Périmétre : Périmetre Maternelle Olympe de Gouges Tout le cété pair et tout le cote impair ,","DJIBAOU","AVENUE JEAN MARIE DJIBAOU ?","Olympe de Gouges Tout le cété pair et tout le cote impair ,"
"476",1172,"DOLET RUE ETIENNE DOLET","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","DOLET","RUE ETIENNE DOLET","Pierre Curie Tout le cété pair et tout le cété impair"
"477",1173,"DOLET RUE ETIENNE DOLET","Périmétre : Périmétre Elamentaire Pierre Curie Tout le cété pair et tout le cété impair","DOLET","RUE ETIENNE DOLET","Périmétre : Périmétre Elamentaire Pierre Curie Tout le cété pair et tout le cété impair"
"478",1175,"DORMOY AVENUE MARX DORMOY -","Périmétre : Périmétre Elementaire Louis Pasteur Tout le cété pair et cdté impair sans les n° : |","DORMOY","AVENUE MARX DORMOY -"," Louis Pasteur Tout le cété pair et cdté impair sans les n° : |"
"479",1178,"DORMOY AVENUE MARX DORMOY -","Périmétre : Périmetre Maternelle Pasteur Tout le cété pair et cdté impair sans les n°","DORMOY","AVENUE MARX DORMOY -","Pasteur Tout le cété pair et cdté impair sans les n°"
"480",1180,"DOUILLOT RUE HENRI DOUILLOT","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","DOUILLOT","RUE HENRI DOUILLOT","Léo Lagrange Tout le cété pair et tout le cété impair"
"481",1181,"DOUILLOT RUE HENRI DOUILLOT","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cété impair","DOUILLOT","RUE HENRI DOUILLOT"," Léo Lagrange Tout le cété pair et tout le cété impair"
"482",1184,"DOUVILLEZ RUE ROBERT DOUVILLEZ","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cdté pair et tout le céte impair","DOUVILLEZ","RUE ROBERT DOUVILLEZ","Léo Lagrange Tout le cdté pair et tout le céte impair"
"483",1187,"DROITS DE L'HOMME RUE DES DROITS DE L'HOMME","Périmétre : Périmetre Maternelle Mainguy Tout le cété pair et tout le cété impair \J","DROITS","DE L'HOMME RUE DES DROITS DE L'HOMME","Mainguy Tout le cété pair et tout le cété impair \J"
"484",1188,"DROITS DE L'HOMME RUE DES DROITS DE L'HOMME","Périmétre : Périmétre Elementaire Mainguy/Guehenno Tout le cété pair et tout le cété impair","DROITS","DE L'HOMME RUE DES DROITS DE L'HOMME"," Mainguy/Guehenno Tout le cété pair et tout le cété impair"
"485",1190,"DU BELLAY ALLEE JOACHIM DU BELLAY —","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","DU","BELLAY ALLEE JOACHIM DU BELLAY —","Henri Sellier Tout le cété pair et tout le cété impair"
"486",1191,"DU BELLAY ALLEE JOACHIM DU BELLAY —","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","DU","BELLAY ALLEE JOACHIM DU BELLAY —"," Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair"
"487",1193,"DUMESNIL AVENUE DUMESNIL","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cété impair","DUMESNIL","AVENUE DUMESNIL","Henri Sellier Tout le cété pair et tout le cété impair"
"488",1194,"DUMESNIL AVENUE DUMESNIL","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Toutle cété pair et tout le coté impair","DUMESNIL","AVENUE DUMESNIL"," Jules Ferry Jean Rostand Toutle cété pair et tout le coté impair"
"490",1198,"DUMONT RUE RENE DUMONT","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair","DUMONT","RUE RENE DUMONT"," Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair"
"491",1200,"DUNANT RUE HENRI DUNANT C","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair \/","DUNANT","RUE HENRI DUNANT C"," Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair \/"
"492",1201,"DUNANT RUE HENRI DUNANT C","Périmétre : Périmetre Maternelle Henri Sellier Tout le cdté pair et tout le cété impair","DUNANT","RUE HENRI DUNANT C","Henri Sellier Tout le cdté pair et tout le cété impair"
"493",1204,"DURAS RUE MARGUERITE DURAS","Périmétre : Périmetre Elementaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair","DURAS","RUE MARGUERITE DURAS"," Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair"
"495",1208,"ECOLES RUE DES ECOLES","Périmétre : Périmétre Elémentaire Louis Pasteur Tout le cété pair et tout le coté impair","ECOLES","RUE DES ECOLES"," Louis Pasteur Tout le cété pair et tout le coté impair"
"496",1210,"EDOUARD VAILLANT RUE EDOUARD VAILLANT ie :","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr: Cété pair allant des n° 2 a 70 et cote impair allant des n° 1.81","EDOUARD","VAILLANT RUE EDOUARD VAILLANT  ","Alain Savary Roger Salengr: Cété pair allant des n° 2 a 70 et cote impair allant des n° 1.81"
"500",1223,"EGALITE RUE DE L'EGALITE ‘ (","Périmétre : Périmetre Elementaire R.Salengro J.Béthinger Tout le cété pair et tout le cété impair","EGALITE","RUE DE L'EGALITE ‘ "," R.Salengro J.Béthinger Tout le cété pair et tout le cété impair"
"501",1224,"EGALITE RUE DE L'EGALITE ‘ (","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cdté pair et tout le cété impair","EGALITE","RUE DE L'EGALITE ‘ ","Alain Savary Roger Salengr Tout le cdté pair et tout le cété impair"
"502",1226,"EGALITE ALLEE DE L'EGALITE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le coté impair","EGALITE","ALLEE DE L'EGALITE","Alain Savary Roger Salengr Tout le cété pair et tout le coté impair"
"503",1227,"EGALITE ALLEE DE L'EGALITE","Périmétre : Périmetre Elementaire R.Salengro J.Béthinger Tout le cété pair et tout le cote impair","EGALITE","ALLEE DE L'EGALITE"," R.Salengro J.Béthinger Tout le cété pair et tout le cote impair"
"504",1229,"ELIE RUE GEORGES ELIE","Périmétre : Périmetre Elémentaire Léo Lagrange Tout le cété pair et tout le cété impair","ELIE","RUE GEORGES ELIE"," Léo Lagrange Tout le cété pair et tout le cété impair"
"505",1230,"ELIE RUE GEORGES ELIE","Périmétre : Périmetre Maternelle Léo Lagrange Tout le cété pair et tout le cété impair","ELIE","RUE GEORGES ELIE","Léo Lagrange Tout le cété pair et tout le cété impair"
"506",1232,"ELUARD RUE PAUL ELUARD","Périmétre : Périmetre Maternelle Camille Claudel Tout le cdté pair et tout le cété impair","ELUARD","RUE PAUL ELUARD","Camille Claudel Tout le cdté pair et tout le cété impair"
"507",1236,"ELUARD RUE PAUL ELUARD","Périmétre : Périmetre Elementaire Camille Claudel Tout le cété pair et tout le coté impair","ELUARD","RUE PAUL ELUARD"," Camille Claudel Tout le cété pair et tout le coté impair"
"508",1237,"ELUARD RUE PAUL ELUARD","Périmétre : Périmetre Maternelle Camille Claudel Tout le cété pair et tout le cote impair","ELUARD","RUE PAUL ELUARD","Camille Claudel Tout le cété pair et tout le cote impair"
"509",1239,"ERABLES ALLEE DES ERABLES CP  f","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair ft L f","ERABLES","ALLEE DES ERABLES CP  ","Terre Saint Blaise Tout le cété pair et tout le cété impair ft L f"
"510",1240,"ERABLES ALLEE DES ERABLES CP  f","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le coté impair","ERABLES","ALLEE DES ERABLES CP  ","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le coté impair"
"511",1243,"ESCHOLIERS RUE DES ESCHOLIERS","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair \V","ESCHOLIERS","RUE DES ESCHOLIERS","Terre Saint Blaise Tout le cété pair et tout le cété impair \V"
"512",1244,"ESCHOLIERS RUE DES ESCHOLIERS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cdté pair et tout le cété impair :","ESCHOLIERS","RUE DES ESCHOLIERS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cdté pair et tout le cété impair :"
"513",1246,"ESPERANCE AVENUE DE L'ESPERANCE ‘, \ ERK","Périmétre : Périmetre Maternelle Henri Sellier Tout le cété pair et tout le cdté impair /","ESPERANCE","AVENUE DE L'ESPERANCE ‘,  ","Henri Sellier Tout le cété pair et tout le cdté impair /"
"514",1247,"ESPERANCE AVENUE DE L'ESPERANCE ‘, \ ERK","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair j","ESPERANCE","AVENUE DE L'ESPERANCE ‘,  "," Jules Ferry Jean Rostand Tout le cété pair et tout le coté impair j"
"515",1250,"ESPERANTO ALLEE DE L'ESPERANTO . f oP","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair .","ESPERANTO","ALLEE DE L'ESPERANTO .  P","Terre Saint Blaise Tout le cété pair et tout le cété impair ."
"516",1252,"EST AVENUE DE L'EST","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","EST","AVENUE DE L'EST","Pierre Curie Tout le cété pair et tout le cété impair"
"517",1253,"EST AVENUE DE L'EST","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cdté impair","EST","AVENUE DE L'EST"," Pierre Curie Tout le cété pair et tout le cdté impair"
"518",1255,"ETOILE ALLEE DE L'ETOILE","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cété impair","ETOILE","ALLEE DE L'ETOILE","Pierre Curie Tout le cété pair et tout le cété impair"
"519",1256,"ETOILE ALLEE DE L'ETOILE","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le c6té impair","ETOILE","ALLEE DE L'ETOILE"," Pierre Curie Tout le cété pair et tout le c6té impair"
"520",1258,"EUDEMON PLACE EUDEMON","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le coté impair \/","EUDEMON","PLACE EUDEMON","Terre Saint Blaise Tout le cété pair et tout le coté impair \/"
"521",1259,"EUDEMON PLACE EUDEMON","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair .","EUDEMON","PLACE EUDEMON","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair ."
"522",1264,"FAURE ALLEE GABRIEL FAURE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr: Tout le cété pair et tout le cété impair","FAURE","ALLEE GABRIEL FAURE","Alain Savary Roger Salengr: Tout le cété pair et tout le cété impair"
"523",1265,"FAURE ALLEE GABRIEL FAURE","Périmétre : Périmetre Elémentaire R.Salengro J.Béthinger Tout le cété pair et tout le cdté impair","FAURE","ALLEE GABRIEL FAURE"," R.Salengro J.Béthinger Tout le cété pair et tout le cdté impair"
"524",1267,"FAUVETTE ALLEE DE LAFAUVETTE","Périmétre : Périmetre Elementaire R.Salengro J.Béthinger Tout le cété pair et tout le c6té impair","FAUVETTE","ALLEE DE LAFAUVETTE"," R.Salengro J.Béthinger Tout le cété pair et tout le c6té impair"
"525",1268,"FAUVETTE ALLEE DE LAFAUVETTE","Périmétre : Périmetre Maternelle Alain Savary Roger Salengr Tout le cété pair et tout le coté impair","FAUVETTE","ALLEE DE LAFAUVETTE","Alain Savary Roger Salengr Tout le cété pair et tout le coté impair"
"526",1270,"FER A CHEVAL RUE DU FER A CHEVAL \ /","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cdté impair \ }","FER","A CHEVAL RUE DU FER A CHEVAL  ","Terre Saint Blaise Tout le cété pair et tout le cdté impair \ }"
"527",1279,"FER A CHEVAL RUE DU FER ACHEVAL \U","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","FER","A CHEVAL RUE DU FER ACHEVAL U","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair"
"528",1284,"FERDINAND RUE CHARLES FERDINAND |","Périmétre : Périmetre Elementaire Camille Claudel Tout le cété pair et tout le cété impair VV","FERDINAND","RUE CHARLES FERDINAND "," Camille Claudel Tout le cété pair et tout le cété impair VV"
"529",1288,"FERNAND POTTIER IMPASSE FERNAND POTTIER hod","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair","FERNAND","POTTIER IMPASSE FERNAND POTTIER ","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair"
"530",1292,"FERRY AVENUE JULES FERRY","Périmétre : Périmetre Maternelle Pierre Curie Tout le cété pair et tout le cdété impair \ /","FERRY","AVENUE JULES FERRY","Pierre Curie Tout le cété pair et tout le cdété impair \ /"
"531",1295,"FERRY AVENUE JULES FERRY","Périmétre : Périmétre Elémentaire Pierre Curie Tout le cété pair et tout le cété impair","FERRY","AVENUE JULES FERRY"," Pierre Curie Tout le cété pair et tout le cété impair"
"532",1298,"FLEURS PLACE DES FLEURS .","Périmétre : Périmetre Elémentaire Camille Claudel Tout le cété pair et tout le cété impair Vv","FLEURS","PLACE DES FLEURS ."," Camille Claudel Tout le cété pair et tout le cété impair Vv"
"533",1299,"FLEURS PLACE DES FLEURS .","Périmétre : Périmetre Maternelle Camille Claudel Tout le cété pair et tout le cété impair","FLEURS","PLACE DES FLEURS .","Camille Claudel Tout le cété pair et tout le cété impair"
"534",1304,"FLEURY VILLA FLEURY \ /","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair V","FLEURY","VILLA FLEURY  ","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair V"
"535",1305,"FLEURY VILLA FLEURY \ /","Périmétre : Périmétre Elémentaire Guillaume Apollinaire Tout le cété pair et tout le cété impair","FLEURY","VILLA FLEURY  "," Guillaume Apollinaire Tout le cété pair et tout le cété impair"
"536",1308,"FLORALIES RUE DES FLORALIES","Périmétre : Périmeétre Elementaire Noue Caillet Albert Camus Tout le cété pair et tout le cété impair \","FLORALIES","RUE DES FLORALIES"," Noue Caillet Albert Camus Tout le cété pair et tout le cété impair \"
"537",1312,"FONTAINE RUE FONTAINE","Périmétre : Périmétre Elementaire Louis Pasteur Tout le cété pair et tout le cété impair \ /","FONTAINE","RUE FONTAINE"," Louis Pasteur Tout le cété pair et tout le cété impair \ /"
"538",1313,"FONTAINE RUE FONTAINE","Périmétre : Périmetre Maternelle Pasteur Tout le cété pair et tout le cété impair","FONTAINE","RUE FONTAINE","Pasteur Tout le cété pair et tout le cété impair"
"539",1317,"FORET PONT DE LAFORET ena hiny clbs ite ()","Périmétre : Périmétre Elémentaire Louis Pasteur Tout le cété pair et tout le coté impair» \","FORET","PONT DE LAFORET     "," Louis Pasteur Tout le cété pair et tout le coté impair» \"
"540",1318,"FORET PONT DE LAFORET ena hiny clbs ite ()","Périmétre : Périmetre Maternelle Pasteur Tout le cdté pair et tout le cété impair","FORET","PONT DE LAFORET     ","Pasteur Tout le cdté pair et tout le cété impair"
"541",1321,"FOSSEY SQUARE DIANE FOSSEY Q","Périmétre : Périmetre Maternelle Jules Ferry Tout le cété pair et tout le coté impair .","FOSSEY","SQUARE DIANE FOSSEY Q","Jules Ferry Tout le cété pair et tout le coté impair ."
"542",1322,"FOSSEY SQUARE DIANE FOSSEY Q","Périmétre : Périmetre Elémentaire Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair 8","FOSSEY","SQUARE DIANE FOSSEY Q"," Jules Ferry Jean Rostand Tout le cété pair et tout le cété impair 8"
"543",1325,"FOUGERES ALLEE DES FOUGERES /","Périmétre : Périmétre Elementaire Noue Caillet Albert Camus Tout le cété pair et tout le coté impair i /","FOUGERES","ALLEE DES FOUGERES "," Noue Caillet Albert Camus Tout le cété pair et tout le coté impair i /"
"544",1329,"FOURCADE ALLEE MARIE-MADELEINE FOURCADE +","Périmétre : Périmétre Elementaire Noue Caillet Albert Camus Tout le cété pair et tout le cote impair A","FOURCADE","ALLEE MARIE-MADELEINE FOURCADE +"," Noue Caillet Albert Camus Tout le cété pair et tout le cote impair A"
"545",1330,"FOURCADE ALLEE MARIE-MADELEINE FOURCADE +","Périmétre : Périmetre Maternelle Jean Zay Tout le cété pair et tout le cété impair","FOURCADE","ALLEE MARIE-MADELEINE FOURCADE +","Jean Zay Tout le cété pair et tout le cété impair"
"546",1334,"FRANCK ALLEE ANNE FRANCK","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cdté impair","FRANCK","ALLEE ANNE FRANCK","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cdté impair"
"547",1337,"FRANCS AUBIERS RUE DES FRANCS AUBIERS","Périmétre : Périmetre Maternelle Terre Saint Blaise Tout le cété pair et tout le cété impair","FRANCS","AUBIERS RUE DES FRANCS AUBIERS","Terre Saint Blaise Tout le cété pair et tout le cété impair"
"548",1338,"FRANCS AUBIERS RUE DES FRANCS AUBIERS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair","FRANCS","AUBIERS RUE DES FRANCS AUBIERS","Périmétre : Périmétre A.Césaire/A.Boulloche Tout le cété pair et tout le cété impair"
"549",1341,"FRANK ALLEE ANNE FRANK","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair","FRANK","ALLEE ANNE FRANK","Périmétre : Périmetre Guillaume Apollinaire Tout le cété pair et tout le cété impair"
