"","numero","nom_voie","nom"
"229069",24,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229070",25,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229071",26,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229072",27,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229073",28,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229074",29,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229075",31,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229076",33,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229077",34,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229078",35,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229079",36,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229080",37,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229081",39,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229082",40,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229083",42,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229084",43,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229085",45,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229086",46,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229087",47,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229088",48,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229089",49,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229090",50,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229091",51,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229092",52,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229093",53,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229094",54,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229095",55,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229096",57,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229097",59,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229098",60,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229099",64,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229100",66,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229101",68,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229102",72,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229103",74,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229104",76,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229105",78,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229106",80,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229107",52,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229108",78,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229109",6,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229110",80,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229111",78,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229112",64,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229113",31,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229114",76,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229115",55,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229116",51,"Avenue de Belfort","la mare à la Veuve la remise à Jorelle"
"229499",130,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229500",132,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229501",133,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229502",134,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229503",135,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229504",136,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229505",137,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229506",138,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229507",139,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229508",140,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229509",141,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229510",142,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229511",143,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229512",144,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229513",145,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229514",146,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229515",147,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229516",148,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229517",149,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229518",150,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229519",151,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229520",152,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229521",153,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229522",154,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229523",156,"Avenue Carnot","la mare à la Veuve la remise à Jorelle"
"229841",2,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229842",5,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229843",6,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229844",7,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229845",8,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229846",9,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229847",10,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229848",12,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229849",13,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229850",14,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229851",15,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229852",16,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229853",17,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229854",19,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229855",21,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229856",25,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229857",28,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229858",34,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229859",18,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229860",20,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229861",22,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229862",12,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229863",14,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229864",33,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229865",12,"Avenue Jules Ferry","la mare à la Veuve la remise à Jorelle"
"229866",1,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229867",2,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229868",3,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229869",5,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229870",6,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229871",7,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229872",8,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229873",9,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229874",10,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229875",11,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229876",12,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229877",13,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229878",14,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229879",15,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229880",16,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229881",17,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229882",18,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229883",19,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229884",20,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229885",21,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229886",22,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229887",24,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229888",14,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"229889",9,"Allée des Lettres","la mare à la Veuve la remise à Jorelle"
"230121",56,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230122",58,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230123",60,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230124",65,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230125",66,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230126",67,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230127",68,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230128",70,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230129",71,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230130",72,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230131",73,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230132",74,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230133",75,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230134",76,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230135",77,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230136",78,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230137",79,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230138",80,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230139",81,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230140",82,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230141",83,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230142",84,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230143",85,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230144",86,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230145",87,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230146",88,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230147",89,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230148",91,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230149",93,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230150",94,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230151",95,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230152",96,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230153",97,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230154",99,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230155",101,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230156",103,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230157",105,"Rue Jean Monnet","la mare à la Veuve la remise à Jorelle"
"230158",1,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230159",2,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230160",3,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230161",4,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230162",5,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230163",6,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230164",7,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230165",8,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230166",9,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230167",10,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230168",11,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230169",12,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230170",13,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230171",14,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230172",15,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230173",16,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230174",17,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230175",18,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230176",19,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230177",20,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230178",22,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230179",24,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230180",26,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230181",28,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230182",30,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230183",32,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230184",34,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230185",36,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230186",38,"Allee Hector Berlioz","la mare à la Veuve la remise à Jorelle"
"230236",1,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230237",2,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230238",3,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230239",4,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230240",5,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230241",6,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230242",8,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230243",10,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230244",11,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230245",12,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230246",13,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230247",14,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230248",15,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230249",16,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230250",17,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230251",18,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230252",19,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230253",20,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230254",21,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230255",22,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230256",23,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230257",24,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230258",26,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230259",27,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230260",28,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230261",31,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230262",32,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230263",33,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230264",34,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230265",35,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230266",36,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230267",37,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230268",38,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230269",39,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230270",40,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
"230271",42,"Rue Etienne Dolet","la mare à la Veuve la remise à Jorelle"
